TABLE_NAME;NOTE;ACTIVE;DATA_TYPE;REFRESH_PERIOD;DELETE_PERIOD;FROM_CLAUSE;WHERE_CLAUSE;DATA_LEVEL;PARENT_LEVEL;PARENT2_LEVEL;VENDOR_ID;PARTITION_ID;DATE_FIELD;NE_FIELD;LOAD_TYPE;DATE_AGGREGATE_TYPES;RAW_TABLE_COUNT
SPS_M114;NULL;1;HOURLY;60;360;NORTHI_PARSER.SPS_M114 A, NORTHI_DATA.LIST_SPS X;X.SPS_NAME = SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1,INSTR(A.OBJECT_NAME,'/',1,2)-1-INSTR(A.OBJECT_NAME,'/',1,1));SPS;NULL;NULL;45;198;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SPS_M115;NULL;1;HOURLY;60;360;NORTHI_PARSER.SPS_M115 A, NORTHI_DATA.LIST_SPS X;X.SPS_NAME = SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1,INSTR(A.OBJECT_NAME,'/',1,2)-1-INSTR(A.OBJECT_NAME,'/',1,1));SPS;NULL;NULL;45;198;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SPS_M116;NULL;1;HOURLY;60;360;NORTHI_PARSER.SPS_M116 A, NORTHI_DATA.LIST_SPS X;X.SPS_NAME = SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1,INSTR(A.OBJECT_NAME,'/',1,2)-1-INSTR(A.OBJECT_NAME,'/',1,1));SPS;NULL;NULL;45;198;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SPS_M117;NULL;1;HOURLY;60;360;NORTHI_PARSER.SPS_M117 A, NORTHI_DATA.LIST_SPS X;X.SPS_NAME = SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1,INSTR(A.OBJECT_NAME,'/',1,2)-1-INSTR(A.OBJECT_NAME,'/',1,1));SPS;NULL;NULL;3;198;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SPS_M119;NULL;1;HOURLY;60;360;NORTHI_PARSER.SPS_M119 A, NORTHI_DATA.LIST_SPS X;X.SPS_NAME = SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1,INSTR(A.OBJECT_NAME,'/',1,2)-1-INSTR(A.OBJECT_NAME,'/',1,1));SPS;NULL;NULL;45;198;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SPS_M120;NULL;1;HOURLY;60;360;NORTHI_PARSER.SPS_M120 A, NORTHI_DATA.LIST_SPS X;X.SPS_NAME = SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1,INSTR(A.OBJECT_NAME,'/',1,2)-1-INSTR(A.OBJECT_NAME,'/',1,1));SPS;NULL;NULL;3;198;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
HSS_CFRAME;NULL;1;15Mins;5;30;NORTHI_PARSER.HSSFE_TCAP A, NORTHI_DATA.LIST_HSS_CFRAME X;"CASE WHEN OBJECT_NAME LIKE '%VDF_DU_%' THEN 
         DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'_',1,2)+1,(INSTR(A.OBJECT_NAME,'/',1,2)-1) -INSTR(A.OBJECT_NAME,'_',1,2)-2),'cspskn','3000100000','csgzmn','3000100001','csesyn','3000100002')
    ELSE DECODE(SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'-',1,2)+1,(INSTR(A.OBJECT_NAME,'/',1,2)-4) -INSTR(A.OBJECT_NAME,'-',1,2)+1),'cspskn','3000100000','csgzmn','3000100001','csesyn','3000100002') END=HSSFE_ID AND SUBSTR(OBJECT_NAME,INSTR(OBJECT_NAME,'/',1,1)+1)=X.CFRAME_NAME";CFRAME_NAME;HSSFE;NULL;30;200;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';1
SMSC_COUNTER;NULL;1;Hourly;1;60;NORTHI_DATA.SMSC_COUNTERS A, NORTHI_DATA.LIST_SMSC X;A.SMSCNAME = X.SMSC_NAME;SMSC_NAME;NULL;NULL;40;177;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';NULL
VAS_STATISTICS;NULL;1;Hourly;NULL;NULL;"NORTHI_PARSER.VAS_PEAK_REPORT12 A LEFT OUTER JOIN 
NORTHI_PARSER.VAS_PEAK_REPORT12_NEW B ON (A.DATA_DATE = B.DATA_DATE) LEFT OUTER JOIN
NORTHI_PARSER.VAS_PEAK_REPORT15 C ON (B.DATA_DATE = C.DATA_DATE) LEFT OUTER JOIN
NORTHI_PARSER.VAS_PEAK_REPORT15_NEW D ON (C.DATA_DATE = D.DATA_DATE) LEFT OUTER JOIN
NORTHI_PARSER.VAS_REPORT12 E ON (D.DATA_DATE = E.DATA_DATE) LEFT OUTER JOIN
NORTHI_PARSER.VAS_REPORT12_NEW F ON (E.DATA_DATE = F.DATA_DATE) LEFT OUTER JOIN
NORTHI_PARSER.VAS_REPORT15 G ON (F.DATA_DATE = G.DATA_DATE) LEFT OUTER JOIN
NORTHI_PARSER.VAS_REPORT15_NEW H ON (G.DATA_DATE = H.DATA_DATE) LEFT OUTER JOIN
NORTHI_PARSER.VAS_REPORT_DETAIL I ON (H.DATA_DATE = I.DATA_DATE) LEFT OUTER JOIN
NORTHI_PARSER.VAS_REPORT_DETAIL_NEW J ON (I.DATA_DATE = J.DATA_DATE)";A.DATA_DATE = XDATA_DATE;NULL;NULL;NULL;40;180;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';10
MSC_CODEC;NULL;1;HOURLY;60;360;NORTHI_PARSER.CORE_RNS_PS_MGWCU_CODEC1_RAW A , NORTHI_DATA.LIST_MSC_CODEC X;A.MSC_ID=X.MSC_ID AND A.CODEC_ID=X.CODEC_NAME AND A.PERIOD_START_TIME=XDATA_DATE;CODEC;MSC;NULL;3;192;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';1
WDM_PFM;NULL;1;NULL;NULL;NULL;"(
    SELECT A.*,ROW_NUMBER() OVER ( PARTITION BY NENAME,SHELFID,BRDID,BRDNAME,PORTNAME,EVENTNAME ORDER BY EXECUTION_TIME DESC)  RN 
    FROM NORTHI_PARSER.WDM_PFM A WHERE DATA_DATE BETWEEN XDATA_DATE AND XDATA_DATE+23.999/24
) A, NORTHI_DATA.LIST_WDM_EVENT X";"A.NENAME=X.NE_NAME AND A.SHELFID=X.SHELF_NAME AND A.BRDID=X.SLOT_NAME AND A.BRDNAME=X.BRD_NAME  AND A.PORTNAME=X.PORT_NAME AND A.EVENTNAME=X.EVENT_NAME AND 
RN = 1 AND TRUNC(DATA_DATE)=XDATA_DATE";NULL;NULL;NULL;43;187;FRAGMENT_DATE;NETWORK_ID;1;NULL;1
HSS_NTHLR;NULL;1;15Mins;5;30;"NORTHI_PARSER.NSNCSDB_HLRLUP A,
NORTHI_PARSER.NSNCSDB_SDM B,
NORTHI_PARSER.NSNCSDB_SAI C, 
NORTHI_PARSER.NSNCSDB_AIR D,
NORTHI_PARSER.NSNCSDB_SCI E, 
NORTHI_PARSER.NSNCSDB_SMS F,
NORTHI_PARSER.NSNCSDB_MTC G,
NORTHI_PARSER.NSNCSDB_OVLD H,
NORTHI_PARSER.NSNCSDB_AUTHENTICATIONCENTER I
LEFT OUTER JOIN NORTHI_PARSER.NSNCSDB_HLRLDAPHANDLING J ON (SUBSTR(I.OBJECT_NAME,INSTR(I.OBJECT_NAME,'/',1,1)+1, INSTR(I.OBJECT_NAME,'/',1,2) - INSTR(I.OBJECT_NAME,'/',1,1)-1)=SUBSTR(J.OBJECT_NAME,INSTR(J.OBJECT_NAME,'/',1,1)+1, INSTR(J.OBJECT_NAME,'/',1,2) - INSTR(J.OBJECT_NAME,'/',1,1)-1) AND I.DATA_DATE=J.DATA_DATE)
LEFT OUTER JOIN NORTHI_PARSER.NSNCSDB_TRIGGERFRAMEWORK K ON (SUBSTR(J.OBJECT_NAME,INSTR(J.OBJECT_NAME,'/',1,1)+1, INSTR(J.OBJECT_NAME,'/',1,2) - INSTR(J.OBJECT_NAME,'/',1,1)-1)=SUBSTR(K.OBJECT_NAME,INSTR(K.OBJECT_NAME,'/',1,1)+1, INSTR(K.OBJECT_NAME,'/',1,2) - INSTR(K.OBJECT_NAME,'/',1,1)-1) AND J.DATA_DATE=K.DATA_DATE)
LEFT OUTER JOIN NORTHI_PARSER.NSNCSDB_GCCBS L ON (SUBSTR(K.OBJECT_NAME,INSTR(K.OBJECT_NAME,'/',1,1)+1, INSTR(K.OBJECT_NAME,'/',1,2) - INSTR(K.OBJECT_NAME,'/',1,1)-1)=SUBSTR(L.OBJECT_NAME,INSTR(L.OBJECT_NAME,'/',1,1)+1, INSTR(L.OBJECT_NAME,'/',1,2) - INSTR(L.OBJECT_NAME,'/',1,1)-1) AND K.DATA_DATE=L.DATA_DATE)
LEFT OUTER JOIN NORTHI_PARSER.NSNCSDB_DIAMDISP M ON (SUBSTR(L.OBJECT_NAME,INSTR(L.OBJECT_NAME,'/',1,1)+1, INSTR(L.OBJECT_NAME,'/',1,2) - INSTR(L.OBJECT_NAME,'/',1,1)-1)=SUBSTR(M.OBJECT_NAME,INSTR(M.OBJECT_NAME,'/',1,1)+1, INSTR(M.OBJECT_NAME,'/',1,2) - INSTR(M.OBJECT_NAME,'/',1,1)-1) AND L.DATA_DATE=M.DATA_DATE)
LEFT OUTER JOIN NORTHI_PARSER.NSNCSDB_SHH N ON (SUBSTR(M.OBJECT_NAME,INSTR(M.OBJECT_NAME,'/',1,1)+1, INSTR(M.OBJECT_NAME,'/',1,2) - INSTR(M.OBJECT_NAME,'/',1,1)-1)=SUBSTR(N.OBJECT_NAME,INSTR(N.OBJECT_NAME,'/',1,1)+1, INSTR(N.OBJECT_NAME,'/',1,2) - INSTR(N.OBJECT_NAME,'/',1,1)-1) AND M.DATA_DATE=N.DATA_DATE)
LEFT OUTER JOIN NORTHI_PARSER.NSNCSDB_SIS O ON (SUBSTR(N.OBJECT_NAME,INSTR(N.OBJECT_NAME,'/',1,1)+1, INSTR(N.OBJECT_NAME,'/',1,2) - INSTR(N.OBJECT_NAME,'/',1,1)-1)=SUBSTR(O.OBJECT_NAME,INSTR(O.OBJECT_NAME,'/',1,1)+1, INSTR(O.OBJECT_NAME,'/',1,2) - INSTR(O.OBJECT_NAME,'/',1,1)-1) AND N.DATA_DATE=O.DATA_DATE)
LEFT OUTER JOIN NORTHI_PARSER.NSNCSDB_LCS P ON (SUBSTR(O.OBJECT_NAME,INSTR(O.OBJECT_NAME,'/',1,1)+1, INSTR(O.OBJECT_NAME,'/',1,2) - INSTR(O.OBJECT_NAME,'/',1,1)-1)=SUBSTR(P.OBJECT_NAME,INSTR(P.OBJECT_NAME,'/',1,1)+1, INSTR(P.OBJECT_NAME,'/',1,2) - INSTR(P.OBJECT_NAME,'/',1,1)-1) AND O.DATA_DATE=P.DATA_DATE)
LEFT OUTER JOIN NORTHI_PARSER.NSNCSDB_USD R ON (SUBSTR(P.OBJECT_NAME,INSTR(P.OBJECT_NAME,'/',1,1)+1, INSTR(P.OBJECT_NAME,'/',1,2) - INSTR(P.OBJECT_NAME,'/',1,1)-1)=SUBSTR(R.OBJECT_NAME,INSTR(R.OBJECT_NAME,'/',1,1)+1, INSTR(R.OBJECT_NAME,'/',1,2) - INSTR(R.OBJECT_NAME,'/',1,1)-1) AND P.DATA_DATE=R.DATA_DATE)
LEFT OUTER JOIN NORTHI_PARSER.NSNCSDB_AGGREGAT S ON (SUBSTR(R.OBJECT_NAME,INSTR(R.OBJECT_NAME,'/',1,1)+1, INSTR(R.OBJECT_NAME,'/',1,2) - INSTR(R.OBJECT_NAME,'/',1,1)-1)=SUBSTR(S.OBJECT_NAME,INSTR(S.OBJECT_NAME,'/',1,1)+1, INSTR(S.OBJECT_NAME,'/',1,2) - INSTR(S.OBJECT_NAME,'/',1,1)-1) AND R.DATA_DATE=S.DATA_DATE)
LEFT OUTER JOIN NORTHI_PARSER.NSNCSDB_COMMONCOUNTER T ON (SUBSTR(S.OBJECT_NAME,INSTR(S.OBJECT_NAME,'/',1,1)+1, INSTR(S.OBJECT_NAME,'/',1,2) - INSTR(S.OBJECT_NAME,'/',1,1)-1)=SUBSTR(T.OBJECT_NAME,INSTR(T.OBJECT_NAME,'/',1,1)+1, INSTR(T.OBJECT_NAME,'/',1,2) - INSTR(T.OBJECT_NAME,'/',1,1)-1) AND S.DATA_DATE=T.DATA_DATE)
LEFT OUTER JOIN NORTHI_PARSER.NSNCSDB_PCCBS U ON (SUBSTR(T.OBJECT_NAME,INSTR(T.OBJECT_NAME,'/',1,1)+1, INSTR(T.OBJECT_NAME,'/',1,2) - INSTR(T.OBJECT_NAME,'/',1,1)-1)=SUBSTR(U.OBJECT_NAME,INSTR(U.OBJECT_NAME,'/',1,1)+1, INSTR(U.OBJECT_NAME,'/',1,2) - INSTR(U.OBJECT_NAME,'/',1,1)-1) AND T.DATA_DATE=U.DATA_DATE),
NORTHI_DATA.LIST_HSS_NTHLR X
";"SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1, INSTR(A.OBJECT_NAME,'/',1,2) - INSTR(A.OBJECT_NAME,'/',1,1)-1)=SUBSTR(B.OBJECT_NAME,INSTR(B.OBJECT_NAME,'/',1,1)+1, INSTR(B.OBJECT_NAME,'/',1,2) - INSTR(B.OBJECT_NAME,'/',1,1)-1) AND A.DATA_DATE=B.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1, INSTR(A.OBJECT_NAME,'/',1,2) - INSTR(A.OBJECT_NAME,'/',1,1)-1)=SUBSTR(C.OBJECT_NAME,INSTR(C.OBJECT_NAME,'/',1,1)+1, INSTR(C.OBJECT_NAME,'/',1,2) - INSTR(C.OBJECT_NAME,'/',1,1)-1) AND A.DATA_DATE=C.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1, INSTR(A.OBJECT_NAME,'/',1,2) - INSTR(A.OBJECT_NAME,'/',1,1)-1)=SUBSTR(D.OBJECT_NAME,INSTR(D.OBJECT_NAME,'/',1,1)+1, INSTR(D.OBJECT_NAME,'/',1,2) - INSTR(D.OBJECT_NAME,'/',1,1)-1) AND A.DATA_DATE=D.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1, INSTR(A.OBJECT_NAME,'/',1,2) - INSTR(A.OBJECT_NAME,'/',1,1)-1)=SUBSTR(E.OBJECT_NAME,INSTR(E.OBJECT_NAME,'/',1,1)+1, INSTR(E.OBJECT_NAME,'/',1,2) - INSTR(E.OBJECT_NAME,'/',1,1)-1) AND A.DATA_DATE=E.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1, INSTR(A.OBJECT_NAME,'/',1,2) - INSTR(A.OBJECT_NAME,'/',1,1)-1)=SUBSTR(F.OBJECT_NAME,INSTR(F.OBJECT_NAME,'/',1,1)+1, INSTR(F.OBJECT_NAME,'/',1,2) - INSTR(F.OBJECT_NAME,'/',1,1)-1) AND A.DATA_DATE=F.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1, INSTR(A.OBJECT_NAME,'/',1,2) - INSTR(A.OBJECT_NAME,'/',1,1)-1)=SUBSTR(G.OBJECT_NAME,INSTR(G.OBJECT_NAME,'/',1,1)+1, INSTR(G.OBJECT_NAME,'/',1,2) - INSTR(G.OBJECT_NAME,'/',1,1)-1) AND A.DATA_DATE=G.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1, INSTR(A.OBJECT_NAME,'/',1,2) - INSTR(A.OBJECT_NAME,'/',1,1)-1)=SUBSTR(H.OBJECT_NAME,INSTR(H.OBJECT_NAME,'/',1,1)+1, INSTR(H.OBJECT_NAME,'/',1,2) - INSTR(H.OBJECT_NAME,'/',1,1)-1) AND A.DATA_DATE=H.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1, INSTR(A.OBJECT_NAME,'/',1,2) - INSTR(A.OBJECT_NAME,'/',1,1)-1)=SUBSTR(I.OBJECT_NAME,INSTR(I.OBJECT_NAME,'/',1,1)+1, INSTR(I.OBJECT_NAME,'/',1,2) - INSTR(I.OBJECT_NAME,'/',1,1)-1) AND A.DATA_DATE=I.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'/',1,1)+1, INSTR(A.OBJECT_NAME,'/',1,2) - INSTR(A.OBJECT_NAME,'/',1,1)-1)= X.NTHLRFE_NAME";NTHLRFE;HSSFE;NULL;30;169;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';20
MSC_PLMN;NULL;1;HOURLY;60;360;NORTHI_PARSER.CORE_NS_PV_PLMNV_PLMNNAME1_RAW A , NORTHI_DATA.LIST_MSC_PLMN X;A.MSC_ID=X.MSC_ID AND PLMNNAME_ID=PLMN_NAME AND A.PERIOD_START_TIME=XDATA_DATE;PLMN;MSC;NULL;3;205;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';1
MSC_DEST;NULL;1;HOURLY;60;360;NORTHI_PARSER.CORE_MSC_DESVLR A, NORTHI_DATA.LIST_MSC_DEST X;A.MSC_ID=X.MSC_ID AND A.DEST_ID=X.DEST_NAME AND PERIOD_START_TIME=XDATA_DATE;DEST;MSC;NULL;3;206;FRAGMENT_DATE;NETWORK_ID;1;'DA','5WA','7WA','5MA','7MA';1
HLRCALLPSTS;NULL;1;15Mins;60;360;"NORTHI_PARSER.HLRCALLP_CFRAME A,
NORTHI_PARSER.HLRCALLP_DIAMDISP A3,
NORTHI_PARSER.HLRCALLP_HDL A4,
NORTHI_PARSER.HLRCALLP_HLCLR A5,
NORTHI_PARSER.HLRCALLP_HLOVL A6,
NORTHI_PARSER.HLRCALLP_HSDL A7,
NORTHI_PARSER.HLRCALLP_LUP A9,
NORTHI_PARSER.HLRCALLP_MTC A10,
NORTHI_PARSER.HLRCALLP_SAI A14,
NORTHI_PARSER.HLRCALLP_SCI A15,
NORTHI_PARSER.HLRCALLP_SDM A16,
NORTHI_PARSER.HLRCALLP_SHH A17,
NORTHI_PARSER.HLRCALLP_SMS A18,
NORTHI_PARSER.HLRCALLP_SYSCA A19,
NORTHI_PARSER.HLRCALLP_TPSIS A20 LEFT OUTER JOIN NORTHI_PARSER.HLRCALLP_AGGREGAT A22 ON (SUBSTR(A20.OBJECT_NAME,1,INSTR(A20.OBJECT_NAME,'/',1,4)-1) = SUBSTR(A22.OBJECT_NAME,1,INSTR(A22.OBJECT_NAME,'/',1,4)-1) AND A20.DATA_DATE=A22.DATA_DATE) 
LEFT OUTER JOIN 
(SELECT DATA_DATE, 
SUBSTR(OBJECT_NAME,1,INSTR(OBJECT_NAME,'/',1,4)-1) OBJECT_NAME,
SUM(CN00745121) CN00745121,
SUM(CN00745122) CN00745122,
SUM(CN00745123) CN00745123,
SUM(CN00745124) CN00745124,
SUM(CN00745125) CN00745125,
SUM(CN00745126) CN00745126
FROM NORTHI_PARSER.HLRCALLP_NETWORK 
WHERE DATA_DATE BETWEEN XDATA_DATE AND XDATA_DATE+0.8/24
GROUP BY DATA_DATE,  SUBSTR(OBJECT_NAME,1,INSTR(OBJECT_NAME,'/',1,4)-1) 
)  A23  ON (SUBSTR(A20.OBJECT_NAME,1,INSTR(A20.OBJECT_NAME,'/',1,4)-1) = A23.OBJECT_NAME  AND A20.DATA_DATE=A23.DATA_DATE)
LEFT OUTER JOIN 
(SELECT  DATA_DATE, 
SUBSTR(OBJECT_NAME,1,INSTR(OBJECT_NAME,'/',1,4)-1) OBJECT_NAME,
AVG(CN00744915) CN00744915
FROM NORTHI_PARSER.HLRCALLP_FS 
WHERE DATA_DATE BETWEEN XDATA_DATE AND XDATA_DATE+0.8/24
GROUP BY DATA_DATE,  SUBSTR(OBJECT_NAME,1,INSTR(OBJECT_NAME,'/',1,4)-1) 
) A24 ON (SUBSTR(A20.OBJECT_NAME,1,INSTR(A20.OBJECT_NAME,'/',1,4)-1) = A24.OBJECT_NAME AND A20.DATA_DATE=A24.DATA_DATE),
NORTHI_DATA.LIST_IMSNFM_HLRCALLP X";"SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,4)-1) = SUBSTR(A3.OBJECT_NAME,1,INSTR(A3.OBJECT_NAME,'/',1,4)-1) AND A.DATA_DATE=A3.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,4)-1) = SUBSTR(A4.OBJECT_NAME,1,INSTR(A4.OBJECT_NAME,'/',1,4)-1) AND A.DATA_DATE=A4.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,4)-1) = SUBSTR(A5.OBJECT_NAME,1,INSTR(A5.OBJECT_NAME,'/',1,4)-1) AND A.DATA_DATE=A5.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,4)-1) = SUBSTR(A6.OBJECT_NAME,1,INSTR(A6.OBJECT_NAME,'/',1,4)-1) AND A.DATA_DATE=A6.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,4)-1) = SUBSTR(A7.OBJECT_NAME,1,INSTR(A7.OBJECT_NAME,'/',1,4)-1) AND A.DATA_DATE=A7.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,4)-1) = SUBSTR(A9.OBJECT_NAME,1,INSTR(A9.OBJECT_NAME,'/',1,4)-1) AND A.DATA_DATE=A9.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,4)-1) = SUBSTR(A10.OBJECT_NAME,1,INSTR(A10.OBJECT_NAME,'/',1,4)-1) AND A.DATA_DATE=A10.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,4)-1) = SUBSTR(A14.OBJECT_NAME,1,INSTR(A14.OBJECT_NAME,'/',1,4)-1) AND A.DATA_DATE=A14.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,4)-1) = SUBSTR(A15.OBJECT_NAME,1,INSTR(A15.OBJECT_NAME,'/',1,4)-1) AND A.DATA_DATE=A15.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,4)-1) = SUBSTR(A16.OBJECT_NAME,1,INSTR(A16.OBJECT_NAME,'/',1,4)-1) AND A.DATA_DATE=A16.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,4)-1) = SUBSTR(A17.OBJECT_NAME,1,INSTR(A17.OBJECT_NAME,'/',1,4)-1) AND A.DATA_DATE=A17.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,4)-1) = SUBSTR(A18.OBJECT_NAME,1,INSTR(A18.OBJECT_NAME,'/',1,4)-1) AND A.DATA_DATE=A18.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,4)-1) = SUBSTR(A19.OBJECT_NAME,1,INSTR(A19.OBJECT_NAME,'/',1,4)-1) AND A.DATA_DATE=A19.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,1,INSTR(A.OBJECT_NAME,'/',1,4)-1) = SUBSTR(A20.OBJECT_NAME,1,INSTR(A20.OBJECT_NAME,'/',1,4)-1) AND A.DATA_DATE=A20.DATA_DATE AND
SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'-',1,2)+1,INSTR(A.OBJECT_NAME,'/',1,2)-INSTR(A.OBJECT_NAME,'-',1,2)-1) = IMSNFM_NAME AND
SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'-',1,3)+1,INSTR(A.OBJECT_NAME,'/',1,3)-INSTR(A.OBJECT_NAME,'-',1,3)-1) = HSS_NAME AND
SUBSTR(A.OBJECT_NAME,INSTR(A.OBJECT_NAME,'-',1,4)+1,INSTR(A.OBJECT_NAME,'/',1,4)-INSTR(A.OBJECT_NAME,'-',1,4)-1) = HLRCALLP_NAME

";HLRCALLP;NULL;NULL;3;211;FRAGMENT_DATE;NETWORK_ID;2;'DA','5WA','7WA','5MA','7MA';18
